1-periodic: 
0 0

2-periodic: 

1.32812164615400647499 2.65624329230801270538
3.1415926535897929937 3.14159265358979299348
4.95506366102558011696 3.62694201487157351165

3-periodic: 

0.806560442745249376478 1.61312088549050729701
1.76748900938308797098 1.7674890093830876094
4.51569629779649877807 2.74820728841341117127
5.47662486443433212634 2.33503221084453809028
0.806560442745255646961 3.94815309633504728909
1.76748900938308795797 3.53497801876617509433
4.515696297796499524 4.51569629779649880409
5.47662486443433730145 4.67006442168907884207

4-periodic: 

0.49205012902309243144 0.984100258046184617634
1.12061271550002283293 1.12061271550002283185
1.94858418114797580253 1.45653405212488297558
4.33460112603161137933 2.38601694488363606458
5.79113517815649389738 1.45653405212488297373
5.16257259168158489336 2.02097993808812039277
1.1206127154980039095 4.26220536909146416197
0.492050129023091697679 4.82665125505470410557
1.94858418114797550947 3.89716836229595025741
4.33460112603161313617 4.82665125505470410036
5.16257259167956314384 5.16257259167956295736
5.79113517815649432412 5.29908504913340143742
